Latitude,Longitude
3409823.74,-485537.3989
3409806.385,-485547.417
3409789.941,-485557.8747
3409774.407,-485568.7721
3409758.604,-485581.1243
3409743.529,-485594.7899
3409729.591,-485608.9812
3409716.7,-485624.1829
3409704.52,-485640.3143
3409692.711,-485657.2944
3409682.057,-485675.184
3409672.455,-485694.1801
3409664.096,-485713.6008
3409657.1,-485733.633
3409651.126,-485754.0998
3409646.259,-485774.4204
3409641.773,-485795.7816
3409637.321,-485817.9107
3409632.937,-485839.075
3409628.989,-485860.0273
3409625.258,-485880.8736
3409622.07,-485901.4067
3409619.784,-485922.1876
3409618.283,-485943.1252
3409618.223,-485963.9015
3409620.114,-485983.5314
3409623.684,-486003.3738
3409628.738,-486024.0145
3409635.311,-486043.8169
3409643.534,-486063.1599
3409653.046,-486081.4827
3409664.194,-486099.0582
3409677.208,-486116.0681
3409691.25,-486131.2042
3409705.877,-486144.4864
3409722.352,-486156.8192
3409740.232,-486168.2228
3409758.487,-486178.0706
3409777.779,-486186.2364
3409797.561,-486192.9373
3409817.184,-486198.5876
3409837.465,-486204.0156
3409857.247,-486210.7165
3409876.453,-486219.463
3409895.281,-486229.6692
3409912.953,-486241.3704
3409929.72,-486255.2283
3409945.352,-486271.0611
3409959.491,-486288.3079
3409972.242,-486306.8678
3409983.148,-486326.4731
3409992.205,-486347.0277
3409999.525,-486368.5266
3410005.435,-486390.8588
3410009.15,-486413.8675
3410011.159,-486436.0881
3410011.126,-486457.4396
3410008.91,-486479.7556
3410003.913,-486502.1017
3409997.189,-486523.1797
3409989.196,-486543.2574
3409979.634,-486563.1178
3409968.038,-486582.3012
3409954.391,-486600.4236
3409939.136,-486617.465
3409923.172,-486633.5768
3409906.95,-486648.931
3409890.173,-486664.3105
3409873.169,-486679.6041
3409856.802,-486694.1957
3409840.776,-486708.9641
3409824.23,-486724.5256
3409807.68,-486739.9912
3409791.347,-486755.3507
3409774.788,-486770.6244
3409758.015,-486786.1002
3409741.345,-486801.3791
3409724.684,-486816.8499
3409708.565,-486832.0076
3409692.446,-486847.1654
3409676.224,-486862.5203
3409660.34,-486877.956
3409643.794,-486893.518
3409627.466,-486908.974
3409611.689,-486924.3088
3409595.899,-486939.3558
3409579.567,-486954.7159
3409563.644,-486969.2881
3409547.507,-486984.0623
3409530.726,-486999.3468
3409514.897,-487013.5302
3409499.73,-487027.5873
3409485.016,-487041.8163
3409470.87,-487056.308
3409457.435,-487071.7293
3409445.598,-487088.0399
3409435.56,-487104.7496
3409426.659,-487121.9849
3409419.228,-487139.7305
3409413.583,-487157.5873
3409409.72,-487175.4595
3409407.558,-487194.0238
3409407.203,-487213.1793
3409408.097,-487232.8552
3409409.683,-487253.0767
3409411.945,-487273.4599
3409414.753,-487293.6259
3409417.814,-487314.4537
3409420.768,-487335.3825
3409423.483,-487355.9375
3409426.526,-487376.3813
3409429.784,-487396.6231
3409433.383,-487417.0417
3409437.541,-487437.531
3409442.572,-487457.596
3409448.49,-487477.6206
3409455.071,-487497.519
3409462.412,-487516.9981
3409470.145,-487535.3052
3409478.242,-487554.2689
3409487.112,-487573.1014
3409497.066,-487591.3074
3409507.79,-487609.2862
3409518.82,-487626.6738
3409530.518,-487644.0312
3409542.641,-487660.9843
3409555.094,-487677.8264
3409568.627,-487693.946
3409582.827,-487710.0353
3409597.467,-487726.0083
3409612.653,-487741.7642
3409628.519,-487757.7776
3409644.38,-487773.6949
3409660.584,-487789.789
3409676.685,-487806.0801
3409692.901,-487822.4621
3409709.007,-487838.8491
3409725.126,-487855.5239
3409741.36,-487872.2896
3409757.474,-487888.8684
3409773.824,-487905.7249
3409789.939,-487922.3036
3409805.925,-487938.5034
3409821.795,-487954.6121
3409837.559,-487970.8219
3409853.567,-487987.5014
3409869.69,-488004.2718
3409885.001,-488020.3097
3409899.855,-488036.0798
3409914.473,-488051.5721
3409929.686,-488067.9028
3409944.682,-488084.3396
3409959.322,-488100.3116
3409974.77,-488116.92
3409990.094,-488133.2455
3410005.059,-488149.0102
3410020.029,-488164.8709
3410035.109,-488180.7265
3410050.3,-488196.577
3410065.487,-488212.3315
3410080.337,-488228.0051
3410095.515,-488243.5675
3410110.69,-488259.0339
3410125.761,-488274.6973
3410140.607,-488290.2748
3410155.23,-488305.8623
3410170.164,-488320.9548
3410185.108,-488336.2391
3410199.616,-488351.7356
3410214.439,-488366.833
3410229.156,-488382.0314
3410244.108,-488397.5075
3410258.829,-488412.8018
3410273.799,-488428.6617
3410288.889,-488444.7085
3410303.379,-488459.8208
3410318.802,-488475.8523
3410334.58,-488492.3485
3410349.319,-488508.0264
3410364.298,-488524.078
3410379.015,-488539.2759
3410394.416,-488554.8273
3410410.421,-488571.4091
3410425.617,-488587.3545
3410440.263,-488603.421
3410455.024,-488619.5785
3410469.781,-488635.6399
3410484.649,-488651.6962
3410499.383,-488667.2777
3410513.776,-488682.6824
3410528.161,-488697.8951
3410542.967,-488712.6076
3410558.077,-488726.6332
3410573.711,-488739.9615
3410590.989,-488752.7341
3410608.771,-488764.3296
3410626.401,-488775.0664
3410644.335,-488785.1162
3410662.789,-488794.3728
3410681.648,-488802.7454
3410700.796,-488810.1431
3410720.252,-488816.9498
3410740.019,-488823.2614
3410760.443,-488829.3506
3410780.641,-488835.354
3410801.066,-488841.4431
3410821.712,-488847.5222
3410842.696,-488853.6819
3410863.681,-488859.8416
3410884.994,-488865.8902
3410905.641,-488871.9691
3410925.621,-488878.0783
3410946.725,-488884.4248
3410967.932,-488890.5742
3410988.578,-488896.653
3411009.452,-488902.8175
3411030.231,-488909.371
3411051.113,-488915.7274
3411071.534,-488921.7202
3411091.274,-488927.4555
3411111.215,-488932.7007
3411132.223,-488936.9356
3411152.956,-488940.0291
3411172.886,-488942.5821
3411193.22,-488944.2512
3411213.609,-488944.6677
3411233.731,-488944.1346
3411254.246,-488942.4297
3411274.268,-488939.6894
3411294.059,-488936.7673
3411313.357,-488932.8099
3411331.95,-488928.0192
3411350.055,-488922.2891
3411369.009,-488915.6548
3411387.257,-488908.1873
3411405.239,-488899.7703
3411423.195,-488890.7775
3411440.97,-488880.2543
3411457.834,-488869.292
3411474.317,-488857.2892
3411489.894,-488844.9432
3411505.414,-488831.3496
3411520.263,-488817.6906
3411535.521,-488803.2436
3411551.3,-488788.0036
3411566.541,-488773.1728
3411581.986,-488757.9481
3411597.65,-488742.6174
3411613.527,-488727.0846
3411629.737,-488711.5367
3411645.733,-488696.1909
3411661.73,-488680.8452
3411677.834,-488665.3984
3411694.048,-488649.9467
3411710.054,-488634.7929
3411726.179,-488619.8261
3411742.62,-488604.4603
3411759.27,-488588.7966
3411775.92,-488573.1329
3411792.886,-488557.0702
3411809.63,-488541.0176
3411826.378,-488525.0611
3411843.015,-488509.1097
3411859.986,-488493.1432
3411876.845,-488477.1817
3411893.482,-488461.2305
3411910.355,-488445.557
3411927.347,-488430.0705
3411944.219,-488414.3971
3411961.421,-488398.6126
3411978.511,-488382.8333
3411995.588,-488366.7661
3412012.221,-488350.7192
3412027.902,-488335.7735
3412044.224,-488320.2216
3412060.759,-488304.4678
3412076.765,-488289.3151
3412092.437,-488274.1776
3412107.319,-488258.7877
3412121.496,-488242.5646
3412134.21,-488226.0235
3412145.668,-488208.7704
3412156.318,-488190.8811
3412165.626,-488172.8607
3412173.584,-488154.5171
3412180.516,-488135.6434
3412186.542,-488116.4264
3412192.084,-488096.366
3412197.546,-488076.9825
3412202.901,-488057.6999
3412208.35,-488038.0285
3412214.208,-488017.5692
3412219.724,-487996.9333
3412225.258,-487976.6811
3412231.209,-487955.8331
3412237.237,-487934.2123
3412243.235,-487911.92
3412249.237,-487889.7236
3412255.003,-487867.2494
3412260.765,-487844.6794
3412266.443,-487822.6902
3412272.338,-487800.5949
3412278.58,-487778.7724
3412284.844,-487757.4297
3412291.382,-487737.2283
3412299.346,-487716.5774
3412308.195,-487695.7902
3412317.75,-487675.8363
3412327.985,-487656.14
3412338.942,-487637.6608
3412351.019,-487619.3229
3412364.541,-487600.9195
3412378.452,-487583.7483
3412393.607,-487567.0013
3412409.552,-487550.5069
3412425.836,-487534.0933
3412442.67,-487517.5585
3412460.184,-487501.2813
3412477.813,-487485.0951
3412495.105,-487468.8281
3412511.991,-487453.445
3412528.874,-487437.966
3412545.53,-487422.4011
3412561.661,-487407.5332
3410439.147,-484794.7457
3410427.923,-484812.3703
3410417.289,-484830.7376
3410407.997,-484849.2367
3410399.513,-484868.3723
3410392.046,-484887.8467
3410385.481,-484907.5689
3410380.043,-484927.6247
3410375.88,-484948.7769
3410372.725,-484970.0759
3410370.433,-484990.7589
3410369.123,-485011.0128
3410368.66,-485032.7671
3410369.342,-485055.2389
3410371.686,-485077.5393
3410374.787,-485099.3248
3410378.54,-485120.7921
3410383.148,-485141.4515
3410388.2,-485162.0909
3410393.589,-485182.811
3410398.855,-485203.2483
3410403.574,-485223.9027
3410407.079,-485244.8042
3410409.368,-485265.857
3410410.101,-485286.9802
3410408.903,-485307.2292
3410405.931,-485327.6545
3410400.952,-485347.9785
3410394.246,-485367.0343
3410385.959,-485385.5847
3410376.197,-485403.5287
3410365.584,-485419.8764
3410353.506,-485435.8098
3410339.936,-485450.7528
3410325.185,-485464.2107
3410309.391,-485476.7541
3410292.751,-485487.7973
3410275.609,-485497.613
3410257.412,-485506.2264
3410238.602,-485513.6173
3410219.488,-485519.1948
3410199.625,-485522.9791
3410180.136,-485525.2077
3410159.574,-485525.8501
3410138.041,-485524.7093
3410117.678,-485522.3614
3410097.151,-485518.867
3410076.59,-485514.6047
3410056.016,-485510.0544
3410035.014,-485505.9082
3410014.274,-485502.6156
3409993.604,-485500.8586
3409972.998,-485500.5411
3409952.676,-485501.5572
3409932.637,-485503.9069
3409913.187,-485506.9992
3409893.906,-485511.3341
3409874.996,-485516.5178
3409856.699,-485522.9239
3409838.444,-485530.2899
3409820.682,-485538.6914
3409803.866,-485548.3004
3409787.528,-485558.6572
3409771.678,-485569.9536
3409756.875,-485582.2604
3409742.355,-485595.9009
3409728.447,-485610.764
3409715.552,-485625.8698
3409703.034,-485641.9203
3409691.537,-485658.4054
3409681.057,-485675.2293
3409671.621,-485692.9676
3409663.458,-485711.8024
3409656.842,-485730.3748
3409650.953,-485750.2608
3409645.56,-485771.2783
3409641.043,-485791.9677
3409637.086,-485812.728
3409633.253,-485833.7712
3409629.416,-485854.7184
3409626.027,-485875.7415
3409622.976,-485896.8455
3409620.442,-485917.0606
3409618.347,-485937.1596
3409617.91,-485956.9912
3409619.459,-485976.4442
3409622.367,-485996.4128
3409626.933,-486016.1139
3409632.814,-486035.3706
3409640.019,-486054.375
3409648.754,-486072.7331
3409659.004,-486090.1569
3409670.309,-486106.2826
3409682.988,-486120.8072
3409697.076,-486134.4985
3409712.018,-486147.3818
3409727.908,-486159.0679
3409744.292,-486169.3852
3409761.632,-486178.6974
3409779.791,-486186.4337
3409798.214,-486192.6192
3409818.055,-486198.1634
3409838.011,-486203.7985
3409856.798,-486210.6406
3409874.65,-486218.9677
3409892.572,-486228.8303
3409910.239,-486240.4356
3409926.518,-486253.3539
3409941.868,-486267.8531
3409955.608,-486283.6754
3409968.05,-486300.3259
3409978.98,-486318.0067
3409988.27,-486336.3388
3409996.498,-486355.7769
3410003.103,-486376.2504
3410007.846,-486397.3853
3410010.918,-486418.4997
3410012.204,-486439.5028
3410011.437,-486461.8493
3410008.315,-486483.8218
3410003.253,-486504.7282
3409996.508,-486525.3264
3409988.599,-486544.8232
3409978.968,-486563.1481
3409967.546,-486581.2656
3409954.317,-486598.7921
3409940.027,-486615.0203
3409924.925,-486630.516
3409909.152,-486645.946
3409893.353,-486660.8002
3409877.425,-486675.2756
3409861.613,-486689.8419
3409846.134,-486704.3932
3409830.309,-486718.6717
3409813.941,-486733.2634
3409798.449,-486747.5269
3409782.539,-486762.3864
3409766.318,-486777.741
3409750.408,-486792.6006
3409734.378,-486807.2734
3409718.259,-486822.4311
3409702.127,-486837.3009
3409685.999,-486852.2668
3409669.449,-486867.7327
3409652.693,-486883.5927
3409636.476,-486899.0436
3409620.157,-486914.6916
3409603.953,-486930.4305
3409587.74,-486945.9775
3409571.101,-486961.9287
3409554.346,-486977.789
3409537.685,-486993.2603
3409521.357,-487008.7166
3409505.242,-487023.9709
3409489.132,-487039.3212
3409473.808,-487054.8282
3409459.839,-487070.7546
3409446.837,-487088.3683
3409435.558,-487107.1542
3409426.504,-487125.9352
3409419.041,-487145.4135
3409413.363,-487165.003
3409409.69,-487184.5978
3409408.029,-487204.3897
3409407.94,-487224.4949
3409409.252,-487243.5747
3409411.345,-487262.7152
3409413.953,-487283.3712
3409416.655,-487303.6382
3409419.578,-487323.8952
3409422.609,-487344.0511
3409425.485,-487363.2522
3409428.404,-487383.4132
3409431.79,-487404.0338
3409435.341,-487423.3966
3409439.807,-487443.2949
3409445.157,-487463.0569
3409450.668,-487481.465
3409457.232,-487500.9794
3409464.235,-487520.3776
3409471.258,-487537.7552
3409479.2,-487555.7642
3409487.809,-487573.743
3409496.476,-487590.5649
3409506.05,-487607.7302
3409516.743,-487625.0371
3409527.623,-487641.566
3409539.263,-487657.6755
3409551.69,-487673.9417
3409564.108,-487690.0158
3409577.512,-487705.7566
3409591.451,-487720.9921
3409605.824,-487736.0155
3409621.091,-487751.0944
3409636.469,-487766.1681
3409651.403,-487781.2621
3409666.238,-487796.649
3409680.954,-487811.8489
3409696.132,-487827.4125
3409711.647,-487843.0569
3409726.581,-487858.1507
3409741.626,-487873.2393
3409756.564,-487888.4289
3409771.511,-487903.8105
3409786.338,-487919.005
3409801.05,-487934.1087
3409815.988,-487949.2981
3409830.114,-487963.7551
3409844.142,-487978.505
3409858.636,-487993.7146
3409872.766,-488008.2674
3409887.008,-488022.8151
3409901.249,-488037.3628
3409915.486,-488051.8145
3409929.86,-488066.8369
3409944.243,-488082.0513
3409958.627,-488097.2656
3409973.241,-488112.6617
3409987.864,-488128.2497
3410002.593,-488143.7367
3410017.336,-488159.5115
3410032.309,-488175.4682
3410047.15,-488190.9499
3410062.111,-488206.6186
3410077.302,-488222.469
3410092.489,-488238.2234
3410107.796,-488254.1646
3410122.655,-488270.03
3410137.158,-488285.4307
3410152.247,-488301.4779
3410165.463,-488315.4946
3410179.474,-488329.8597
3410196.74,-488347.2502
3410210.999,-488362.181
3410225.387,-488377.4905
3410239.558,-488392.9061
3410253.617,-488408.3267
3410267.543,-488423.2724
3410281.82,-488438.5869
3410296.195,-488453.6083
3410310.66,-488468.1447
3410325.244,-488482.868
3410339.601,-488497.5054
3410354.074,-488512.2337
3410368.36,-488527.7398
3410382.065,-488542.6953
3410396.346,-488558.1054
3410410.739,-488573.5104
3410425.11,-488588.4355
3410439.832,-488603.7292
3410454.442,-488619.028
3410468.223,-488633.2104
3410482.821,-488648.2212
3410497.919,-488664.4593
3410511.837,-488679.2124
3410525.405,-488693.5968
3410539.497,-488707.2841
3410553.563,-488720.3955
3410567.833,-488733.1128
3410582.389,-488744.7592
3410597.14,-488755.8197
3410613.092,-488766.3445
3410629.56,-488775.9803
3410646.228,-488785.126
3410663.092,-488793.6858
3410680.476,-488801.4525
3410698.043,-488808.3453
3410715.686,-488814.4652
3410734.107,-488820.5496
3410752.852,-488826.4269
3410771.593,-488832.2082
3410791.005,-488838.0551
3410810.638,-488843.8918
3410830.166,-488849.8295
3410850.261,-488856.0297
3410870.81,-488862.4016
3410891.128,-488868.5917
3410911.783,-488874.8625
3410932.887,-488881.209
3410952.85,-488886.9343
3410973.488,-488892.8212
3410994.477,-488899.0767
3411014.355,-488905.3828
3411034.681,-488911.7646
3411055.666,-488917.924
3411075.846,-488923.543
3411096.672,-488928.6518
3411118.154,-488933.5383
3411138.736,-488938.1773
3411159.606,-488941.8414
3411180.411,-488944.0661
3411200.39,-488945.2705
3411221.445,-488945.6566
3411242.879,-488944.5829
3411264.06,-488942.8476
3411284.428,-488940.38
3411304.171,-488936.4023
3411323.653,-488931.571
3411343.317,-488925.866
3411362.489,-488919.1256
3411378.986,-488912.3149
3411397.105,-488904.4686
3411418.99,-488893.758
3411436.773,-488883.4268
3411454.944,-488871.8278
3411472.187,-488859.4058
3411488.191,-488846.6556
3411503.933,-488833.0519
3411519.636,-488818.5846
3411535.325,-488803.8295
3411551.01,-488788.9784
3411566.593,-488774.3244
